=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:30:16 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    692, 6511, 6281,  230,    0,   0.0353,  9.4090, 10.4265, -0.1922,  0.0454,  0.0426,
Q0    693, 6521, 6284,  230,    7,   0.0353,  9.4098, 10.4188, -0.1935,  0.0455,  0.0419,
Q0    694, 6529, 6295,  230,    4,   0.0352,  9.4078, 10.4202, -0.1945,  0.0453,  0.0420,
Q0    695, 6539, 6306,  230,    3,   0.0352,  9.4086, 10.4211, -0.1957,  0.0454,  0.0421,
Q0    696, 6552, 6315,  230,    7,   0.0351,  9.4138, 10.4165, -0.1973,  0.0460,  0.0416,
Q0    697, 6561, 6330,  230,    1,   0.0351,  9.4132, 10.4278, -0.1984,  0.0459,  0.0428,
Q0    698, 6567, 6337,  230,    0,   0.0350,  9.4083, 10.4298, -0.1991,  0.0454,  0.0430,
Q0    699, 6579, 6347,  230,    2,   0.0350,  9.4120, 10.4336, -0.2006,  0.0458,  0.0434,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    700, 6586, 6356,  230,    0,   0.0349,  9.4086, 10.4368, -0.2014,  0.0454,  0.0437,
Q0    701, 6605, 6363,  232,   10,   0.0351,  9.4223, 10.4355, -0.1968,  0.0469,  0.0436,
Q0    702, 6612, 6375,  233,    4,   0.0352,  9.4188, 10.4340, -0.1942,  0.0465,  0.0434,
Q0    703, 6626, 6384,  233,    9,   0.0352,  9.4253, 10.4318, -0.1959,  0.0473,  0.0432,
Q0    704, 6632, 6389,  235,    8,   0.0354,  9.4205, 10.4260, -0.1897,  0.0467,  0.0426,
Q0    705, 6640, 6397,  235,    8,   0.0354,  9.4184, 10.4205, -0.1907,  0.0465,  0.0421,
Q0    706, 6645, 6409,  235,    1,   0.0354,  9.4122, 10.4237, -0.1913,  0.0458,  0.0424,
Q0    707, 6654, 6419,  235,    0,   0.0353,  9.4116, 10.4260, -0.1924,  0.0457,  0.0426,
Q0    708, 6665, 6426,  235,    4,   0.0353,  9.4138, 10.4215, -0.1938,  0.0460,  0.0422,
Q0    709, 6673, 6434,  235,    4,   0.0352,  9.4118, 10.4210, -0.1947,  0.0458,  0.0421,
Q0    710, 6681, 6443,  235,    3,   0.0352,  9.4099, 10.4228, -0.1957,  0.0455,  0.0423,
Q0    711, 6689, 6453,  235,    1,   0.0351,  9.4079, 10.4211, -0.1967,  0.0453,  0.0421,
Q0    712, 6698, 6459,  235,    4,   0.0351,  9.4073, 10.4146, -0.1977,  0.0453,  0.0415,
Q0    713, 6707, 6472,  235,    0,   0.0350,  9.4067, 10.4250, -0.1988,  0.0452,  0.0425,
Q0    714, 6722, 6480,  235,    7,   0.0350,  9.4146, 10.4230, -0.2006,  0.0461,  0.0423,
Q0    715, 6736, 6497,  238,    1,   0.0353,  9.4210, 10.4351, -0.1921,  0.0468,  0.0435,
Q0    716, 6747, 6505,  238,    4,   0.0353,  9.4232, 10.4309, -0.1934,  0.0470,  0.0431,
Q0    717, 6757, 6517,  238,    2,   0.0352,  9.4240, 10.4323, -0.1946,  0.0471,  0.0432,
Q0    718, 6769, 6526,  238,    5,   0.0352,  9.4276, 10.4304, -0.1960,  0.0475,  0.0430,
Q0    719, 6779, 6541,  238,    0,   0.0351,  9.4284, 10.4380, -0.1972,  0.0476,  0.0438,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    720, 6786, 6546,  238,    2,   0.0351,  9.4250, 10.4337, -0.1980,  0.0472,  0.0434,
Q0    721, 6790, 6552,  238,    0,   0.0351,  9.4175, 10.4393, -0.1985,  0.0464,  0.0439,
Q0    722, 6803, 6562,  238,    3,   0.0350,  9.4224, 10.4375, -0.2000,  0.0469,  0.0437,
Q0    723, 6810, 6572,  238,    0,   0.0349,  9.4191, 10.4402, -0.2009,  0.0466,  0.0440,
Q0    724, 6818, 6579,  238,    1,   0.0349,  9.4171, 10.4408, -0.2018,  0.0463,  0.0441,
Q0    725, 6831, 6587,  238,    6,   0.0348,  9.4221, 10.4403, -0.2033,  0.0469,  0.0440,
Q0    726, 6836, 6598,  238,    0,   0.0348,  9.4160, 10.4496, -0.2039,  0.0462,  0.0450,
Q0    727, 6846, 6608,  238,    0,   0.0348,  9.4168, 10.4589, -0.2051,  0.0463,  0.0459,
Q0    728, 6861, 6620,  238,    3,   0.0347,  9.4245, 10.4658, -0.2068,  0.0472,  0.0466,
Q0    729, 6872, 6631,  238,    3,   0.0346,  9.4266, 10.4658, -0.2081,  0.0474,  0.0466,
Q0    730, 6890, 6640,  240,   10,   0.0348,  9.4384, 10.4631, -0.2035,  0.0487,  0.0463,
Q0    731, 6904, 6654,  240,   10,   0.0348,  9.4446, 10.4621, -0.2051,  0.0494,  0.0462,
Q0    732, 6916, 6660,  249,    7,   0.0360,  9.4481, 10.4601, -0.1767,  0.0498,  0.0460,
Q0    733, 6927, 6671,  249,    7,   0.0359,  9.4502, 10.4626, -0.1780,  0.0500,  0.0463,
Q0    734, 6934, 6677,  249,    8,   0.0359,  9.4469, 10.4555, -0.1789,  0.0497,  0.0456,
Q0    735, 6939, 6687,  249,    3,   0.0359,  9.4408, 10.4531, -0.1795,  0.0490,  0.0453,
Q0    736, 6955, 6698,  250,    7,   0.0359,  9.4497, 10.4533, -0.1781,  0.0500,  0.0453,
Q0    737, 6965, 6707,  250,    8,   0.0359,  9.4505, 10.4493, -0.1792,  0.0501,  0.0449,
Q0    738, 6976, 6713,  255,    8,   0.0366,  9.4526, 10.4457, -0.1641,  0.0503,  0.0446,
Q0    739, 6982, 6724,  255,    3,   0.0365,  9.4479, 10.4463, -0.1649,  0.0498,  0.0446,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    740, 6997, 6735,  255,    7,   0.0364,  9.4554, 10.4445, -0.1667,  0.0506,  0.0445,
Q0    741, 7004, 6747,  255,    2,   0.0364,  9.4521, 10.4452, -0.1675,  0.0502,  0.0445,
Q0    742, 7010, 6755,  255,    0,   0.0364,  9.4474, 10.4486, -0.1682,  0.0497,  0.0449,
Q0    743, 7016, 6761,  255,    0,   0.0363,  9.4428, 10.4532, -0.1689,  0.0492,  0.0453,
Q0    744, 7024, 6769,  255,    0,   0.0363,  9.4409, 10.4570, -0.1699,  0.0490,  0.0457,
Q0    745, 7031, 6775,  255,    1,   0.0363,  9.4376, 10.4513, -0.1707,  0.0486,  0.0451,
Q0    746, 7038, 6783,  255,    0,   0.0362,  9.4343, 10.4505, -0.1715,  0.0483,  0.0450,
Q0    747, 7047, 6792,  255,    0,   0.0362,  9.4337, 10.4521, -0.1726,  0.0482,  0.0452,
Q0    748, 7055, 6800,  255,    0,   0.0361,  9.4318, 10.4507, -0.1735,  0.0480,  0.0451,
Q0    749, 7065, 6807,  255,    3,   0.0361,  9.4326, 10.4515, -0.1747,  0.0481,  0.0452,
Q0    750, 7075, 6818,  255,    2,   0.0360,  9.4333, 10.4517, -0.1758,  0.0481,  0.0452,
Q0    751, 7083, 6824,  255,    4,   0.0360,  9.4314, 10.4483, -0.1768,  0.0479,  0.0448,
Q0    752, 7091, 6836,  255,    0,   0.0360,  9.4295, 10.4528, -0.1777,  0.0477,  0.0453,
Q0    753, 7103, 6844,  255,    4,   0.0359,  9.4329, 10.4523, -0.1791,  0.0481,  0.0452,
Q0    754, 7112, 6852,  255,    5,   0.0359,  9.4324, 10.4479, -0.1801,  0.0480,  0.0448,
Q0    755, 7120, 6863,  255,    2,   0.0358,  9.4305, 10.4505, -0.1811,  0.0478,  0.0450,
Q0    756, 7132, 6872,  255,    5,   0.0358,  9.4339, 10.4467, -0.1824,  0.0482,  0.0447,
Q0    757, 7140, 6880,  255,    5,   0.0357,  9.4320, 10.4445, -0.1833,  0.0480,  0.0445,
Q0    758, 7149, 6894,  255,    0,   0.0357,  9.4314, 10.4529, -0.1844,  0.0479,  0.0453,
Q0    759, 7159, 6902,  255,    2,   0.0356,  9.4321, 10.4545, -0.1855,  0.0480,  0.0455,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    760, 7175, 6916,  255,    4,   0.0355,  9.4408, 10.4595, -0.1873,  0.0490,  0.0459,
Q0    761, 7182, 6924,  255,    3,   0.0355,  9.4376, 10.4564, -0.1881,  0.0486,  0.0456,
Q0    762, 7197, 6930,  259,    8,   0.0360,  9.4449, 10.4495, -0.1771,  0.0494,  0.0449,
Q0    763, 7206, 6940,  259,    7,   0.0359,  9.4443, 10.4486, -0.1781,  0.0494,  0.0449,
Q0    764, 7215, 6949,  259,    7,   0.0359,  9.4437, 10.4458, -0.1792,  0.0493,  0.0446,
Q0    765, 7219, 6959,  259,    1,   0.0359,  9.4366, 10.4438, -0.1796,  0.0485,  0.0444,
Q0    766, 7227, 6966,  259,    2,   0.0358,  9.4347, 10.4396, -0.1805,  0.0483,  0.0440,
Q0    767, 7234, 6975,  259,    0,   0.0358,  9.4316, 10.4385, -0.1813,  0.0480,  0.0438,
Q0    768, 7239, 6980,  259,    0,   0.0358,  9.4258, 10.4360, -0.1819,  0.0473,  0.0436,
Q0    769, 7247, 6987,  259,    1,   0.0357,  9.4239, 10.4367, -0.1828,  0.0471,  0.0437,
Q0    770, 7253, 6994,  259,    0,   0.0357,  9.4195, 10.4339, -0.1835,  0.0466,  0.0434,
Q0    771, 7266, 7007,  259,    0,   0.0356,  9.4241, 10.4373, -0.1849,  0.0471,  0.0437,
Q0    772, 7269, 7010,  259,    0,   0.0356,  9.4158, 10.4341, -0.1853,  0.0462,  0.0434,
Q0    773, 7275, 7013,  259,    3,   0.0356,  9.4114, 10.4300, -0.1859,  0.0457,  0.0430,
Q0    774, 7278, 7019,  259,    0,   0.0356,  9.4031, 10.4289, -0.1863,  0.0448,  0.0429,
Q0    775, 7290, 7030,  259,    1,   0.0355,  9.4065, 10.4312, -0.1876,  0.0452,  0.0431,
Q0    776, 7298, 7038,  259,    1,   0.0355,  9.4046, 10.4286, -0.1885,  0.0450,  0.0429,
Q0    777, 7306, 7046,  259,    1,   0.0355,  9.4028, 10.4283, -0.1894,  0.0448,  0.0428,
Q0    778, 7315, 7055,  259,    1,   0.0354,  9.4023, 10.4266, -0.1904,  0.0447,  0.0427,
Q0    779, 7318, 7058,  259,    1,   0.0354,  9.3941, 10.4235, -0.1907,  0.0438,  0.0423,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    780, 7328, 7068,  259,    1,   0.0353,  9.3949, 10.4235, -0.1918,  0.0439,  0.0424,
Q0    781, 7344, 7077,  259,    8,   0.0353,  9.4033, 10.4215, -0.1936,  0.0448,  0.0421,
Q0    782, 7354, 7086,  259,    9,   0.0352,  9.4041, 10.4181, -0.1947,  0.0449,  0.0418,
Q0    783, 7362, 7098,  260,    4,   0.0353,  9.4023, 10.4213, -0.1924,  0.0447,  0.0421,
Q0    784, 7369, 7107,  260,    2,   0.0353,  9.3992, 10.4253, -0.1932,  0.0444,  0.0425,
Q0    785, 7375, 7115,  260,    0,   0.0353,  9.3949, 10.4256, -0.1939,  0.0439,  0.0426,
Q0    786, 7383, 7120,  260,    3,   0.0352,  9.3931, 10.4240, -0.1947,  0.0437,  0.0424,
Q0    787, 7391, 7126,  260,    5,   0.0352,  9.3914, 10.4135, -0.1956,  0.0435,  0.0414,
Q0    788, 7401, 7133,  260,    8,   0.0351,  9.3921, 10.4109, -0.1967,  0.0436,  0.0411,
Q0    789, 7412, 7145,  260,    7,   0.0351,  9.3942, 10.4150, -0.1979,  0.0438,  0.0415,
Q0    790, 7420, 7152,  260,    8,   0.0350,  9.3924, 10.4081, -0.1988,  0.0436,  0.0408,
Q0    791, 7431, 7166,  261,    4,   0.0351,  9.3944, 10.4139, -0.1969,  0.0438,  0.0414,
Q0    792, 7439, 7175,  261,    3,   0.0351,  9.3927, 10.4104, -0.1977,  0.0436,  0.0410,
Q0    793, 7448, 7186,  261,    1,   0.0350,  9.3922, 10.4104, -0.1987,  0.0436,  0.0410,
Q0    794, 7456, 7192,  261,    3,   0.0350,  9.3904, 10.4072, -0.1996,  0.0434,  0.0407,
Q0    795, 7464, 7199,  261,    4,   0.0350,  9.3887, 10.4013, -0.2004,  0.0432,  0.0401,
Q0    796, 7470, 7208,  261,    1,   0.0349,  9.3844, 10.4019, -0.2011,  0.0427,  0.0402,
Q0    797, 7477, 7216,  261,    0,   0.0349,  9.3814, 10.4073, -0.2018,  0.0424,  0.0407,
Q0    798, 7485, 7224,  261,    0,   0.0349,  9.3797, 10.4065, -0.2027,  0.0422,  0.0406,
Q0    799, 7491, 7230,  261,    0,   0.0348,  9.3755, 10.4068, -0.2033,  0.0417,  0.0407,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    800, 7497, 7234,  261,    2,   0.0348,  9.3713, 10.4022, -0.2039,  0.0413,  0.0402,
Q0    801, 7506, 7244,  261,    1,   0.0348,  9.3708, 10.4048, -0.2049,  0.0412,  0.0405,
Q0    802, 7515, 7254,  261,    0,   0.0347,  9.3703, 10.4128, -0.2058,  0.0411,  0.0413,
Q0    803, 7520, 7257,  261,    2,   0.0347,  9.3649, 10.4132, -0.2064,  0.0405,  0.0413,
Q0    804, 7526, 7264,  261,    1,   0.0347,  9.3607, 10.4092, -0.2070,  0.0401,  0.0409,
Q0    805, 7532, 7271,  261,    0,   0.0347,  9.3565, 10.4117, -0.2076,  0.0396,  0.0412,
Q0    806, 7543, 7281,  261,    1,   0.0346,  9.3586, 10.4126, -0.2088,  0.0398,  0.0413,
Q0    807, 7550, 7289,  261,    0,   0.0346,  9.3556, 10.4176, -0.2095,  0.0395,  0.0418,
Q0    808, 7562, 7296,  261,    5,   0.0345,  9.3589, 10.4184, -0.2108,  0.0399,  0.0418,
Q0    809, 7574, 7308,  261,    5,   0.0345,  9.3622, 10.4194, -0.2120,  0.0402,  0.0419,
Q0    810, 7583, 7316,  261,    6,   0.0344,  9.3617, 10.4152, -0.2130,  0.0402,  0.0415,
Q0    811, 7589, 7326,  261,    2,   0.0344,  9.3576, 10.4151, -0.2136,  0.0397,  0.0415,
Q0    812, 7595, 7334,  261,    0,   0.0344,  9.3534, 10.4147, -0.2142,  0.0393,  0.0415,
Q0    813, 7609, 7343,  261,    5,   0.0343,  9.3592, 10.4120, -0.2156,  0.0399,  0.0412,
Q0    814, 7616, 7353,  261,    2,   0.0343,  9.3563, 10.4139, -0.2164,  0.0396,  0.0414,
Q0    815, 7623, 7362,  261,    0,   0.0342,  9.3534, 10.4162, -0.2171,  0.0393,  0.0416,
Q0    816, 7634, 7373,  261,    0,   0.0342,  9.3554, 10.4169, -0.2182,  0.0395,  0.0417,
Q0    817, 7642, 7381,  261,    0,   0.0342,  9.3537, 10.4148, -0.2190,  0.0393,  0.0415,
Q0    818, 7649, 7388,  261,    0,   0.0341,  9.3509, 10.4179, -0.2198,  0.0390,  0.0418,
Q0    819, 7657, 7396,  261,    0,   0.0341,  9.3492, 10.4208, -0.2206,  0.0388,  0.0421,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    820, 7664, 7402,  261,    1,   0.0341,  9.3463, 10.4139, -0.2213,  0.0385,  0.0414,
Q0    821, 7680, 7406,  264,   10,   0.0344,  9.3544, 10.3991, -0.2140,  0.0394,  0.0399,
Q0    822, 7687, 7412,  266,    9,   0.0346,  9.3516, 10.3993, -0.2087,  0.0391,  0.0399,
Q0    823, 7695, 7426,  266,    3,   0.0346,  9.3499, 10.4041, -0.2096,  0.0389,  0.0404,
Q0    824, 7701, 7435,  266,    0,   0.0345,  9.3459, 10.4060, -0.2102,  0.0384,  0.0406,
Q0    825, 7711, 7444,  266,    1,   0.0345,  9.3467, 10.4030, -0.2112,  0.0385,  0.0403,
Q0    826, 7720, 7451,  266,    3,   0.0345,  9.3462, 10.3979, -0.2121,  0.0385,  0.0398,
Q0    827, 7730, 7461,  266,    3,   0.0344,  9.3470, 10.3987, -0.2131,  0.0386,  0.0399,
Q0    828, 7741, 7466,  266,    9,   0.0344,  9.3490, 10.3908, -0.2143,  0.0388,  0.0391,
Q0    829, 7746, 7476,  266,    4,   0.0343,  9.3438, 10.3876, -0.2148,  0.0382,  0.0388,
Q0    830, 7761, 7488,  266,    7,   0.0343,  9.3506, 10.3917, -0.2163,  0.0390,  0.0392,
Q0    831, 7771, 7505,  266,    0,   0.0342,  9.3514, 10.4017, -0.2173,  0.0390,  0.0402,
Q0    832, 7778, 7512,  266,    0,   0.0342,  9.3486, 10.4050, -0.2180,  0.0387,  0.0405,
Q0    833, 7787, 7521,  266,    0,   0.0342,  9.3481, 10.4084, -0.2189,  0.0387,  0.0408,
Q0    834, 7795, 7524,  266,    5,   0.0341,  9.3465, 10.4067, -0.2197,  0.0385,  0.0407,
Q0    835, 7803, 7537,  266,    0,   0.0341,  9.3449, 10.4113, -0.2205,  0.0383,  0.0411,
Q0    836, 7815, 7546,  266,    3,   0.0340,  9.3481, 10.4151, -0.2217,  0.0387,  0.0415,
Q0    837, 7828, 7561,  266,    1,   0.0340,  9.3524, 10.4220, -0.2230,  0.0392,  0.0422,
Q0    838, 7836, 7570,  266,    0,   0.0339,  9.3508, 10.4263, -0.2238,  0.0390,  0.0426,
Q0    839, 7843, 7576,  266,    1,   0.0339,  9.3480, 10.4258, -0.2245,  0.0387,  0.0426,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    840, 7853, 7587,  266,    0,   0.0339,  9.3488, 10.4322, -0.2255,  0.0388,  0.0432,
Q0    841, 7860, 7592,  266,    2,   0.0338,  9.3460, 10.4244, -0.2262,  0.0384,  0.0424,
Q0    842, 7866, 7600,  266,    0,   0.0338,  9.3420, 10.4268, -0.2267,  0.0380,  0.0427,
Q0    843, 7873, 7607,  266,    0,   0.0338,  9.3393, 10.4253, -0.2274,  0.0377,  0.0425,
Q0    844, 7881, 7612,  266,    3,   0.0338,  9.3377, 10.4220, -0.2282,  0.0375,  0.0422,
Q0    845, 7893, 7625,  266,    2,   0.0337,  9.3408, 10.4259, -0.2294,  0.0379,  0.0426,
Q0    846, 7906, 7636,  266,    4,   0.0336,  9.3452, 10.4263, -0.2307,  0.0384,  0.0426,
Q0    847, 7916, 7642,  266,    8,   0.0336,  9.3459, 10.4199, -0.2316,  0.0384,  0.0420,
Q0    848, 7927, 7651,  266,   10,   0.0336,  9.3479, 10.4185, -0.2327,  0.0387,  0.0418,
Q0    849, 7938, 7661,  268,    9,   0.0338,  9.3498, 10.4171, -0.2280,  0.0389,  0.0417,
Q0    850, 7942, 7673,  268,    1,   0.0337,  9.3435, 10.4198, -0.2284,  0.0382,  0.0420,
Q0    851, 7948, 7680,  268,    0,   0.0337,  9.3396, 10.4198, -0.2290,  0.0377,  0.0420,
Q0    852, 7954, 7686,  268,    0,   0.0337,  9.3357, 10.4172, -0.2295,  0.0373,  0.0417,
Q0    853, 7960, 7690,  268,    2,   0.0337,  9.3318, 10.4138, -0.2301,  0.0369,  0.0414,
Q0    854, 7969, 7701,  268,    0,   0.0336,  9.3314, 10.4155, -0.2310,  0.0368,  0.0416,
Q0    855, 7984, 7710,  268,    6,   0.0336,  9.3380, 10.4150, -0.2324,  0.0376,  0.0415,
Q0    856, 7992, 7717,  269,    6,   0.0337,  9.3364, 10.4095, -0.2303,  0.0374,  0.0409,
Q0    857, 8003, 7726,  269,    8,   0.0336,  9.3384, 10.4107, -0.2314,  0.0376,  0.0411,
Q0    858, 8009, 7737,  269,    3,   0.0336,  9.3345, 10.4044, -0.2320,  0.0372,  0.0404,
Q0    859, 8018, 7740,  269,    9,   0.0335,  9.3341, 10.3986, -0.2328,  0.0371,  0.0399,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    860, 8030, 7748,  275,    7,   0.0342,  9.3372, 10.3974, -0.2169,  0.0375,  0.0397,
Q0    861, 8034, 7755,  275,    4,   0.0342,  9.3310, 10.3926, -0.2173,  0.0368,  0.0393,
Q0    862, 8038, 7763,  275,    0,   0.0342,  9.3248, 10.3948, -0.2177,  0.0361,  0.0395,
Q0    863, 8043, 7767,  275,    1,   0.0342,  9.3198, 10.3930, -0.2182,  0.0355,  0.0393,
Q0    864, 8052, 7775,  275,    2,   0.0342,  9.3194, 10.3905, -0.2190,  0.0355,  0.0390,
Q0    865, 8055, 7780,  275,    0,   0.0341,  9.3121, 10.3870, -0.2193,  0.0347,  0.0387,
Q0    866, 8061, 7785,  275,    1,   0.0341,  9.3083, 10.3854, -0.2199,  0.0343,  0.0385,
Q0    867, 8071, 7792,  275,    4,   0.0341,  9.3091, 10.3800, -0.2209,  0.0343,  0.0380,
Q0    868, 8079, 7800,  275,    4,   0.0340,  9.3076, 10.3752, -0.2217,  0.0342,  0.0375,
Q0    869, 8087, 7808,  275,    4,   0.0340,  9.3061, 10.3719, -0.2224,  0.0340,  0.0372,
Q0    870, 8100, 7815,  275,   10,   0.0340,  9.3103, 10.3697, -0.2237,  0.0345,  0.0370,
Q0    871, 8110, 7826,  276,    8,   0.0340,  9.3111, 10.3703, -0.2218,  0.0346,  0.0370,
Q0    872, 8122, 7841,  276,    5,   0.0340,  9.3142, 10.3762, -0.2230,  0.0349,  0.0376,
Q0    873, 8135, 7846,  279,   10,   0.0343,  9.3184, 10.3665, -0.2158,  0.0354,  0.0367,
Q0    874, 8148, 7852,  288,    8,   0.0353,  9.3227, 10.3614, -0.1918,  0.0359,  0.0361,
Q0    875, 8161, 7862,  291,    8,   0.0357,  9.3269, 10.3610, -0.1846,  0.0363,  0.0361,
Q0    876, 8166, 7872,  291,    3,   0.0356,  9.3219, 10.3608, -0.1851,  0.0358,  0.0361,
Q0    877, 8177, 7881,  291,    5,   0.0356,  9.3238, 10.3574, -0.1862,  0.0360,  0.0357,
Q0    878, 8183, 7892,  291,    0,   0.0356,  9.3200, 10.3627, -0.1868,  0.0356,  0.0363,
Q0    879, 8190, 7899,  291,    0,   0.0355,  9.3174, 10.3644, -0.1875,  0.0353,  0.0364,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    880, 8198, 7907,  291,    0,   0.0355,  9.3159, 10.3642, -0.1883,  0.0351,  0.0364,
Q0    881, 8206, 7913,  291,    2,   0.0355,  9.3144, 10.3574, -0.1891,  0.0349,  0.0357,
Q0    882, 8211, 7920,  291,    0,   0.0354,  9.3095, 10.3570, -0.1896,  0.0344,  0.0357,
Q0    883, 8220, 7928,  291,    1,   0.0354,  9.3092, 10.3551, -0.1905,  0.0344,  0.0355,
Q0    884, 8228, 7934,  291,    3,   0.0354,  9.3077, 10.3472, -0.1913,  0.0342,  0.0347,
Q0    885, 8240, 7944,  291,    5,   0.0353,  9.3107, 10.3494, -0.1925,  0.0345,  0.0349,
Q0    886, 8250, 7953,  291,    6,   0.0353,  9.3115, 10.3475, -0.1934,  0.0346,  0.0348,
Q0    887, 8261, 7966,  291,    4,   0.0352,  9.3134, 10.3498, -0.1945,  0.0348,  0.0350,
Q0    888, 8270, 7973,  291,    6,   0.0352,  9.3131, 10.3460, -0.1954,  0.0348,  0.0346,
Q0    889, 8279, 7985,  291,    3,   0.0351,  9.3127, 10.3478, -0.1963,  0.0347,  0.0348,
Q0    890, 8289, 7994,  291,    4,   0.0351,  9.3135, 10.3457, -0.1972,  0.0348,  0.0346,
Q0    891, 8297, 7999,  291,    7,   0.0351,  9.3120, 10.3397, -0.1980,  0.0347,  0.0340,
Q0    892, 8309, 8008,  292,    9,   0.0351,  9.3150, 10.3374, -0.1964,  0.0350,  0.0337,
Q0    893, 8320, 8019,  292,    9,   0.0351,  9.3169, 10.3383, -0.1975,  0.0352,  0.0338,
Q0    894, 8329, 8028,  292,    9,   0.0351,  9.3166, 10.3371, -0.1983,  0.0352,  0.0337,
Q0    895, 8339, 8041,  292,    6,   0.0350,  9.3173, 10.3386, -0.1993,  0.0353,  0.0339,
Q0    896, 8346, 8054,  292,    0,   0.0350,  9.3147, 10.3450, -0.2000,  0.0350,  0.0345,
Q0    897, 8355, 8062,  292,    1,   0.0349,  9.3144, 10.3426, -0.2008,  0.0349,  0.0343,
Q0    898, 8366, 8073,  292,    1,   0.0349,  9.3163, 10.3460, -0.2019,  0.0351,  0.0346,
Q0    899, 8380, 8087,  292,    1,   0.0348,  9.3215, 10.3475, -0.2032,  0.0357,  0.0348,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    900, 8393, 8090,  293,   10,   0.0349,  9.3256, 10.3397, -0.2017,  0.0362,  0.0340,
Q0    901, 8405, 8099,  297,    9,   0.0353,  9.3285, 10.3388, -0.1920,  0.0365,  0.0339,
Q0    902, 8415, 8115,  297,    3,   0.0353,  9.3293, 10.3453, -0.1930,  0.0366,  0.0345,
Q0    903, 8421, 8124,  297,    0,   0.0353,  9.3256, 10.3473, -0.1935,  0.0362,  0.0347,
Q0    904, 8428, 8130,  297,    1,   0.0352,  9.3230, 10.3456, -0.1942,  0.0359,  0.0346,
Q0    905, 8436, 8139,  297,    0,   0.0352,  9.3215, 10.3463, -0.1950,  0.0357,  0.0346,
Q0    906, 8440, 8143,  297,    0,   0.0352,  9.3157, 10.3467, -0.1953,  0.0351,  0.0347,
