=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:48:42 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    240, 2249, 2160,   87,    2,   0.0387,  9.3708, 10.4510, -0.1154,  0.0412,  0.0451,
Q1    240, 2219, 2146,   65,    8,   0.0293,  9.2458, 10.7318, -0.3302,  0.0273,  0.0732,
Q0    241, 2261, 2171,   87,    3,   0.0385,  9.3817, 10.4489, -0.1201,  0.0424,  0.0449,
Q1    241, 2222, 2157,   65,    0,   0.0293,  9.2199, 10.7503, -0.3311,  0.0244,  0.0750,
Q0    242, 2267, 2180,   87,    0,   0.0384,  9.3678, 10.4452, -0.1225,  0.0409,  0.0445,
Q1    242, 2232, 2166,   65,    1,   0.0291,  9.2231, 10.7420, -0.3341,  0.0248,  0.0742,
Q0    243, 2281, 2187,   87,    7,   0.0381,  9.3868, 10.4200, -0.1279,  0.0430,  0.0420,
Q1    243, 2236, 2170,   65,    1,   0.0291,  9.2016, 10.7429, -0.3353,  0.0224,  0.0743,
Q0    244, 2285, 2197,   87,    1,   0.0381,  9.3648, 10.4142, -0.1294,  0.0405,  0.0414,
Q1    244, 2243, 2178,   65,    0,   0.0290,  9.1926, 10.7564, -0.3374,  0.0214,  0.0756,
Q0    245, 2297, 2203,   87,    7,   0.0379,  9.3755, 10.3969, -0.1339,  0.0417,  0.0397,
Q1    245, 2246, 2181,   65,    0,   0.0289,  9.1673, 10.7503, -0.3382,  0.0186,  0.0750,
Q0    246, 2306, 2216,   87,    3,   0.0377,  9.3740, 10.4222, -0.1373,  0.0416,  0.0422,
Q1    246, 2257, 2192,   65,    0,   0.0288,  9.1748, 10.7796, -0.3415,  0.0194,  0.0780,
Q0    247, 2314, 2225,   87,    2,   0.0376,  9.3684, 10.4126, -0.1403,  0.0409,  0.0413,
Q1    247, 2269, 2201,   65,    3,   0.0286,  9.1862, 10.7818, -0.3449,  0.0207,  0.0782,
Q0    248, 2325, 2231,   87,    6,   0.0374,  9.3750, 10.3902, -0.1444,  0.0417,  0.0390,
Q1    248, 2277, 2212,   65,    0,   0.0285,  9.1815, 10.8007, -0.3472,  0.0202,  0.0801,
Q0    249, 2337, 2244,   87,    6,   0.0372,  9.3855, 10.3990, -0.1487,  0.0428,  0.0399,
Q1    249, 2285, 2220,   65,    0,   0.0284,  9.1767, 10.8026, -0.3495,  0.0196,  0.0803,
Q0    250, 2344, 2256,   87,    1,   0.0371,  9.3760, 10.4119, -0.1513,  0.0418,  0.0412,
Q1    250, 2293, 2225,   65,    3,   0.0283,  9.1720, 10.7724, -0.3518,  0.0191,  0.0772,
Q0    251, 2355, 2263,   87,    5,   0.0369,  9.3825, 10.3908, -0.1553,  0.0425,  0.0391,
Q1    251, 2299, 2233,   65,    1,   0.0283,  9.1594, 10.7549, -0.3535,  0.0177,  0.0755,
Q0    252, 2362, 2275,   87,    0,   0.0368,  9.3730, 10.4063, -0.1578,  0.0414,  0.0406,
Q1    252, 2312, 2245,   65,    2,   0.0281,  9.1746, 10.7671, -0.3571,  0.0194,  0.0767,
Q0    253, 2370, 2283,   87,    0,   0.0367,  9.3676, 10.4071, -0.1606,  0.0408,  0.0407,
Q1    253, 2324, 2258,   65,    1,   0.0280,  9.1858, 10.7698, -0.3605,  0.0206,  0.0770,
Q0    254, 2375, 2287,   87,    1,   0.0366,  9.3504, 10.3987, -0.1624,  0.0389,  0.0399,
Q1    254, 2330, 2264,   65,    1,   0.0279,  9.1732, 10.7515, -0.3621,  0.0192,  0.0752,
Q0    255, 2381, 2294,   87,    0,   0.0365,  9.3373, 10.4111, -0.1645,  0.0375,  0.0411,
Q1    255, 2339, 2272,   65,    2,   0.0278,  9.1725, 10.7626, -0.3646,  0.0192,  0.0763,
Q0    256, 2395, 2305,   87,    3,   0.0363,  9.3555, 10.4273, -0.1694,  0.0395,  0.0427,
Q1    256, 2349, 2280,   65,    4,   0.0277,  9.1758, 10.7578, -0.3673,  0.0195,  0.0758,
Q0    257, 2408, 2313,   87,    8,   0.0361,  9.3696, 10.4103, -0.1738,  0.0411,  0.0410,
Q1    257, 2357, 2289,   65,    3,   0.0276,  9.1712, 10.7488, -0.3694,  0.0190,  0.0749,
Q0    258, 2418, 2323,   89,    6,   0.0368,  9.3721, 10.4203, -0.1584,  0.0413,  0.0420,
Q1    258, 2368, 2302,   65,    1,   0.0274,  9.1783, 10.7633, -0.3723,  0.0198,  0.0763,
Q0    259, 2428, 2337,   89,    2,   0.0367,  9.3745, 10.4362, -0.1618,  0.0416,  0.0436,
Q1    259, 2383, 2306,   67,   10,   0.0281,  9.2008, 10.7341, -0.3571,  0.0223,  0.0734,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    260, 2435, 2346,   89,    0,   0.0366,  9.3654, 10.4470, -0.1642,  0.0406,  0.0447,
Q1    260, 2397, 2320,   67,   10,   0.0280,  9.2192, 10.7492, -0.3608,  0.0244,  0.0749,
Q0    261, 2446, 2356,   89,    1,   0.0364,  9.3716, 10.4554, -0.1680,  0.0413,  0.0455,
Q1    261, 2407, 2329,   70,    8,   0.0291,  9.2222, 10.7350, -0.3350,  0.0247,  0.0735,
Q0    262, 2455, 2363,   89,    3,   0.0363,  9.3702, 10.4515, -0.1710,  0.0411,  0.0452,
Q1    262, 2420, 2340,   74,    6,   0.0306,  9.2366, 10.7383, -0.3008,  0.0263,  0.0738,
Q0    263, 2468, 2372,   89,    7,   0.0361,  9.3840, 10.4397, -0.1754,  0.0427,  0.0440,
Q1    263, 2432, 2354,   74,    4,   0.0304,  9.2471, 10.7549, -0.3042,  0.0275,  0.0755,
Q0    264, 2479, 2384,   89,    6,   0.0359,  9.3902, 10.4458, -0.1791,  0.0434,  0.0446,
Q1    264, 2436, 2362,   74,    0,   0.0304,  9.2273, 10.7599, -0.3054,  0.0253,  0.0760,
Q0    265, 2495, 2389,   97,    9,   0.0389,  9.4151, 10.4261, -0.1110,  0.0461,  0.0426,
Q1    265, 2446, 2372,   74,    0,   0.0303,  9.2302, 10.7514, -0.3082,  0.0256,  0.0751,
Q0    266, 2509, 2401,   99,    9,   0.0395,  9.4323, 10.4328, -0.0977,  0.0480,  0.0433,
Q1    266, 2450, 2376,   74,    0,   0.0302,  9.2105, 10.7357, -0.3093,  0.0234,  0.0736,
Q0    267, 2527, 2413,  104,   10,   0.0412,  9.4644, 10.4349, -0.0589,  0.0516,  0.0435,
Q1    267, 2465, 2384,   74,    7,   0.0300,  9.2322, 10.7262, -0.3135,  0.0258,  0.0726,
Q0    268, 2536, 2423,  106,    7,   0.0418,  9.4627, 10.4266, -0.0442,  0.0514,  0.0427,
Q1    268, 2479, 2392,   77,   10,   0.0311,  9.2500, 10.7145, -0.2897,  0.0278,  0.0715,
Q0    269, 2543, 2432,  106,    5,   0.0417,  9.4535, 10.4277, -0.0469,  0.0504,  0.0428,
Q1    269, 2482, 2402,   77,    3,   0.0310,  9.2268, 10.7069, -0.2906,  0.0252,  0.0707,
Q0    270, 2555, 2442,  106,    7,   0.0415,  9.4630, 10.4217, -0.0513,  0.0514,  0.0422,
Q1    270, 2489, 2410,   77,    1,   0.0309,  9.2185, 10.6954, -0.2926,  0.0243,  0.0695,
Q0    271, 2567, 2453,  106,    8,   0.0413,  9.4723, 10.4176, -0.0558,  0.0525,  0.0418,
Q1    271, 2499, 2422,   77,    0,   0.0308,  9.2214, 10.6959, -0.2954,  0.0246,  0.0696,
Q0    272, 2581, 2461,  112,    8,   0.0434,  9.4890, 10.4153, -0.0077,  0.0543,  0.0415,
Q1    272, 2508, 2429,   77,    2,   0.0307,  9.2206, 10.6874, -0.2980,  0.0245,  0.0687,
Q0    273, 2594, 2473,  114,    7,   0.0439,  9.5018, 10.4174,  0.0049,  0.0558,  0.0417,
Q1    273, 2514, 2437,   77,    0,   0.0306,  9.2088, 10.7024, -0.2996,  0.0232,  0.0702,
Q0    274, 2601, 2487,  114,    0,   0.0438,  9.4927, 10.4322,  0.0022,  0.0547,  0.0432,
Q1    274, 2523, 2443,   77,    3,   0.0305,  9.2080, 10.6825, -0.3021,  0.0231,  0.0682,
Q0    275, 2617, 2499,  114,    4,   0.0436,  9.5164, 10.4407, -0.0039,  0.0574,  0.0441,
Q1    275, 2530, 2451,   77,    2,   0.0304,  9.2000, 10.6909, -0.3041,  0.0222,  0.0691,
Q0    276, 2625, 2509,  114,    2,   0.0434,  9.5109, 10.4374, -0.0069,  0.0568,  0.0437,
Q1    276, 2539, 2456,   77,    6,   0.0303,  9.1993, 10.6654, -0.3065,  0.0221,  0.0665,
Q0    277, 2640, 2521,  114,    5,   0.0432,  9.5307, 10.4391, -0.0126,  0.0590,  0.0439,
Q1    277, 2550, 2472,   77,    1,   0.0302,  9.2058, 10.6883, -0.3095,  0.0229,  0.0688,
Q0    278, 2649, 2529,  114,    6,   0.0430,  9.5288, 10.4304, -0.0159,  0.0588,  0.0430,
Q1    278, 2556, 2479,   77,    0,   0.0301,  9.1942, 10.6846, -0.3111,  0.0216,  0.0685,
Q0    279, 2659, 2536,  114,    9,   0.0429,  9.5305, 10.4180, -0.0196,  0.0589,  0.0418,
Q1    279, 2561, 2483,   77,    1,   0.0301,  9.1828, 10.6753, -0.3128,  0.0203,  0.0675,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    280, 2672, 2548,  117,    7,   0.0438,  9.5429, 10.4215,  0.0013,  0.0603,  0.0422,
Q1    280, 2573, 2489,   77,    7,   0.0299,  9.1893, 10.6570, -0.3157,  0.0210,  0.0657,
Q0    281, 2686, 2557,  121,    8,   0.0450,  9.5587, 10.4182,  0.0301,  0.0621,  0.0418,
Q1    281, 2585, 2500,   79,    6,   0.0306,  9.1993, 10.6528, -0.3012,  0.0221,  0.0653,
Q0    282, 2693, 2567,  121,    5,   0.0449,  9.5496, 10.4182,  0.0274,  0.0611,  0.0418,
Q1    282, 2596, 2509,   79,    8,   0.0304,  9.2057, 10.6457, -0.3041,  0.0229,  0.0646,
Q0    283, 2698, 2577,  121,    0,   0.0448,  9.5336, 10.4257,  0.0255,  0.0593,  0.0426,
Q1    283, 2603, 2524,   79,    0,   0.0303,  9.1979, 10.6753, -0.3060,  0.0220,  0.0675,
Q0    284, 2708, 2587,  121,    0,   0.0447,  9.5352, 10.4371,  0.0217,  0.0595,  0.0437,
Q1    284, 2609, 2530,   79,    0,   0.0303,  9.1866, 10.6780, -0.3076,  0.0207,  0.0678,
Q0    285, 2714, 2592,  121,    1,   0.0446,  9.5228, 10.4286,  0.0195,  0.0581,  0.0429,
Q1    285, 2625, 2540,   79,    6,   0.0301,  9.2105, 10.6784, -0.3118,  0.0234,  0.0678,
Q0    286, 2726, 2599,  121,    5,   0.0444,  9.5315, 10.4213,  0.0150,  0.0591,  0.0421,
Q1    286, 2638, 2553,   79,    6,   0.0299,  9.2238, 10.6887, -0.3152,  0.0249,  0.0689,
Q0    287, 2738, 2612,  121,    5,   0.0442,  9.5401, 10.4243,  0.0105,  0.0600,  0.0424,
Q1    287, 2649, 2570,   79,    0,   0.0298,  9.2300, 10.7200, -0.3181,  0.0256,  0.0720,
Q0    288, 2741, 2620,  121,    0,   0.0441,  9.5174, 10.4367,  0.0094,  0.0575,  0.0437,
Q1    288, 2655, 2575,   79,    1,   0.0298,  9.2188, 10.7227, -0.3196,  0.0243,  0.0723,
Q0    289, 2752, 2629,  121,    2,   0.0440,  9.5225, 10.4513,  0.0054,  0.0581,  0.0451,
Q1    289, 2663, 2581,   79,    3,   0.0297,  9.2145, 10.6913, -0.3217,  0.0238,  0.0691,
Q0    290, 2764, 2641,  121,    2,   0.0438,  9.5310, 10.4579,  0.0010,  0.0590,  0.0458,
Q1    290, 2668, 2589,   79,    0,   0.0296,  9.2000, 10.7000, -0.3229,  0.0222,  0.0700,
Q0    291, 2772, 2645,  121,    6,   0.0437,  9.5258, 10.4445, -0.0019,  0.0584,  0.0444,
Q1    291, 2678, 2598,   79,    1,   0.0295,  9.2027, 10.7098, -0.3255,  0.0225,  0.0710,
Q0    292, 2779, 2653,  121,    5,   0.0435,  9.5171, 10.4322, -0.0044,  0.0575,  0.0432,
Q1    292, 2684, 2605,   79,    0,   0.0294,  9.1918, 10.7040, -0.3270,  0.0213,  0.0704,
Q0    293, 2789, 2662,  121,    6,   0.0434,  9.5188, 10.4128, -0.0079,  0.0576,  0.0413,
Q1    293, 2692, 2611,   79,    2,   0.0293,  9.1877, 10.6884, -0.3290,  0.0209,  0.0688,
Q0    294, 2797, 2671,  122,    4,   0.0436,  9.5136, 10.4225, -0.0026,  0.0571,  0.0422,
Q1    294, 2700, 2618,   79,    3,   0.0293,  9.1837, 10.6774, -0.3309,  0.0204,  0.0677,
Q0    295, 2806, 2680,  122,    4,   0.0435,  9.5119, 10.4108, -0.0058,  0.0569,  0.0411,
Q1    295, 2708, 2625,   79,    4,   0.0292,  9.1797, 10.6622, -0.3329,  0.0200,  0.0662,
Q0    296, 2820, 2688,  123,    9,   0.0436,  9.5270, 10.4082, -0.0026,  0.0586,  0.0408,
Q1    296, 2722, 2631,   82,    9,   0.0301,  9.1959, 10.6391, -0.3112,  0.0218,  0.0639,
Q0    297, 2831, 2698,  127,    6,   0.0449,  9.5320, 10.4029,  0.0258,  0.0591,  0.0403,
Q1    297, 2729, 2640,   84,    5,   0.0308,  9.1886, 10.6309, -0.2962,  0.0210,  0.0631,
Q0    298, 2838, 2707,  127,    4,   0.0447,  9.5235, 10.3987,  0.0233,  0.0582,  0.0399,
Q1    298, 2740, 2651,   84,    5,   0.0307,  9.1946, 10.6345, -0.2990,  0.0216,  0.0635,
Q0    299, 2848, 2718,  127,    3,   0.0446,  9.5251, 10.3969,  0.0197,  0.0583,  0.0397,
Q1    299, 2750, 2663,   84,    3,   0.0305,  9.1973, 10.6421, -0.3015,  0.0219,  0.0642,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    300, 2856, 2725,  127,    4,   0.0445,  9.5200, 10.3829,  0.0168,  0.0578,  0.0383,
Q1    300, 2757, 2672,   84,    1,   0.0305,  9.1900, 10.6340, -0.3033,  0.0211,  0.0634,
Q0    301, 2870, 2740,  127,    3,   0.0443,  9.5349, 10.4030,  0.0119,  0.0594,  0.0403,
Q1    301, 2769, 2681,   84,    4,   0.0303,  9.1993, 10.6291, -0.3063,  0.0221,  0.0629,
Q0    302, 2878, 2749,  127,    2,   0.0441,  9.5298, 10.3964,  0.0090,  0.0589,  0.0396,
Q1    302, 2776, 2690,   84,    2,   0.0303,  9.1921, 10.6198, -0.3081,  0.0213,  0.0620,
Q0    303, 2890, 2756,  127,    7,   0.0439,  9.5380, 10.3893,  0.0049,  0.0598,  0.0389,
Q1    303, 2783, 2699,   84,    0,   0.0302,  9.1848, 10.6230, -0.3098,  0.0205,  0.0623,
Q0    304, 2896, 2767,  127,    2,   0.0439,  9.5263, 10.3857,  0.0028,  0.0585,  0.0386,
Q1    304, 2791, 2706,   84,    1,   0.0301,  9.1809, 10.6288, -0.3118,  0.0201,  0.0629,
Q0    305, 2908, 2778,  127,    3,   0.0437,  9.5344, 10.3869, -0.0014,  0.0594,  0.0387,
Q1    305, 2800, 2716,   84,    0,   0.0300,  9.1803, 10.6283, -0.3140,  0.0200,  0.0628,
Q0    306, 2920, 2789,  127,    4,   0.0435,  9.5425, 10.3932, -0.0055,  0.0603,  0.0393,
Q1    306, 2810, 2726,   84,    0,   0.0299,  9.1830, 10.6359, -0.3165,  0.0203,  0.0636,
Q0    307, 2932, 2803,  127,    2,   0.0433,  9.5505, 10.4125, -0.0095,  0.0612,  0.0412,
Q1    307, 2816, 2732,   84,    0,   0.0298,  9.1726, 10.6314, -0.3179,  0.0192,  0.0631,
Q0    308, 2939, 2809,  127,    3,   0.0432,  9.5422, 10.3922, -0.0119,  0.0602,  0.0392,
Q1    308, 2823, 2737,   84,    2,   0.0298,  9.1656, 10.6134, -0.3196,  0.0184,  0.0613,
Q0    309, 2948, 2820,  127,    1,   0.0431,  9.5405, 10.3978, -0.0149,  0.0601,  0.0398,
Q1    309, 2829, 2743,   84,    2,   0.0297,  9.1553, 10.6068, -0.3210,  0.0173,  0.0607,
Q0    310, 2954, 2827,  127,    0,   0.0430,  9.5290, 10.4065, -0.0169,  0.0588,  0.0406,
Q1    310, 2839, 2754,   84,    1,   0.0296,  9.1581, 10.5969, -0.3234,  0.0176,  0.0597,
Q0    311, 2963, 2836,  127,    0,   0.0429,  9.5273, 10.4145, -0.0199,  0.0586,  0.0414,
Q1    311, 2847, 2762,   84,    1,   0.0295,  9.1543, 10.5998, -0.3253,  0.0171,  0.0600,
Q0    312, 2974, 2847,  127,    0,   0.0427,  9.5321, 10.4242, -0.0235,  0.0591,  0.0424,
Q1    312, 2855, 2771,   84,    0,   0.0294,  9.1506, 10.6124, -0.3272,  0.0167,  0.0612,
Q0    313, 2979, 2852,  127,    0,   0.0426,  9.5176, 10.4340, -0.0252,  0.0575,  0.0434,
Q1    313, 2864, 2778,   84,    2,   0.0293,  9.1502, 10.5888, -0.3293,  0.0167,  0.0589,
Q0    314, 2988, 2860,  127,    1,   0.0425,  9.5159, 10.4305, -0.0281,  0.0573,  0.0430,
Q1    314, 2876, 2785,   84,    7,   0.0292,  9.1592, 10.5877, -0.3321,  0.0177,  0.0588,
Q0    315, 2998, 2868,  127,    3,   0.0424,  9.5175, 10.4134, -0.0313,  0.0575,  0.0413,
Q1    315, 2894, 2797,   87,   10,   0.0301,  9.1873, 10.5862, -0.3126,  0.0208,  0.0586,
Q0    316, 3004, 2877,  127,    0,   0.0423,  9.5063, 10.4301, -0.0333,  0.0563,  0.0430,
Q1    316, 2905, 2801,   94,   10,   0.0324,  9.1930, 10.5690, -0.2601,  0.0214,  0.0569,
Q0    317, 3010, 2883,  127,    0,   0.0422,  9.4953, 10.4382, -0.0352,  0.0550,  0.0438,
Q1    317, 2912, 2814,   94,    4,   0.0323,  9.1861, 10.5776, -0.2619,  0.0207,  0.0578,
Q0    318, 3022, 2892,  127,    3,   0.0420,  9.5031, 10.4284, -0.0390,  0.0559,  0.0428,
Q1    318, 2921, 2826,   94,    1,   0.0322,  9.1855, 10.5884, -0.2641,  0.0206,  0.0588,
Q0    319, 3031, 2898,  127,    6,   0.0419,  9.5016, 10.4200, -0.0419,  0.0557,  0.0420,
Q1    319, 2929, 2835,   94,    0,   0.0321,  9.1818, 10.5922, -0.2662,  0.0202,  0.0592,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    320, 3048, 2913,  127,    8,   0.0417,  9.5250, 10.4323, -0.0472,  0.0583,  0.0432,
Q1    320, 2935, 2841,   94,    0,   0.0320,  9.1719, 10.5934, -0.2677,  0.0191,  0.0593,
Q0    321, 3064, 2922,  134,    8,   0.0437,  9.5452, 10.4311,  0.0000,  0.0606,  0.0431,
Q1    321, 2943, 2848,   94,    1,   0.0319,  9.1682, 10.5928, -0.2696,  0.0187,  0.0593,
Q0    322, 3073, 2933,  134,    6,   0.0436,  9.5435, 10.4327, -0.0029,  0.0604,  0.0433,
Q1    322, 2953, 2854,   94,    5,   0.0318,  9.1708, 10.5773, -0.2721,  0.0190,  0.0577,
Q0    323, 3082, 2941,  134,    7,   0.0435,  9.5418, 10.4237, -0.0058,  0.0602,  0.0424,
Q1    323, 2958, 2861,   94,    3,   0.0318,  9.1579, 10.5577, -0.2733,  0.0175,  0.0558,
Q0    324, 3090, 2951,  134,    5,   0.0434,  9.5370, 10.4176, -0.0084,  0.0597,  0.0418,
Q1    324, 2964, 2870,   94,    0,   0.0317,  9.1481, 10.5592, -0.2748,  0.0165,  0.0559,
Q0    325, 3098, 2959,  134,    5,   0.0433,  9.5323, 10.4114, -0.0109,  0.0591,  0.0411,
Q1    325, 2977, 2880,   94,    3,   0.0316,  9.1600, 10.5655, -0.2780,  0.0178,  0.0566,
Q0    326, 3105, 2971,  134,    0,   0.0432,  9.5245, 10.4239, -0.0132,  0.0583,  0.0424,
Q1    326, 2990, 2892,   94,    4,   0.0314,  9.1718, 10.5699, -0.2811,  0.0191,  0.0570,
Q0    327, 3109, 2975,  134,    0,   0.0431,  9.5076, 10.4204, -0.0144,  0.0564,  0.0420,
Q1    327, 3000, 2906,   94,    0,   0.0313,  9.1743, 10.5884, -0.2835,  0.0194,  0.0588,
Q0    328, 3117, 2983,  134,    0,   0.0430,  9.5030, 10.4150, -0.0170,  0.0559,  0.0415,
Q1    328, 3011, 2914,   94,    3,   0.0312,  9.1799, 10.5895, -0.2861,  0.0200,  0.0590,
Q0    329, 3127, 2990,  134,    3,   0.0429,  9.5046, 10.4065, -0.0201,  0.0561,  0.0406,
Q1    329, 3019, 2925,   94,    0,   0.0311,  9.1763, 10.5864, -0.2880,  0.0196,  0.0586,
Q0    330, 3141, 3000,  134,    7,   0.0427,  9.5182, 10.3984, -0.0245,  0.0576,  0.0398,
Q1    330, 3030, 2934,   94,    2,   0.0310,  9.1818, 10.5885, -0.2906,  0.0202,  0.0588,
Q0    331, 3150, 3014,  135,    1,   0.0429,  9.5166, 10.4112, -0.0200,  0.0574,  0.0411,
Q1    331, 3035, 2941,   94,    0,   0.0310,  9.1692, 10.6001, -0.2918,  0.0188,  0.0600,
Q0    332, 3163, 3024,  135,    4,   0.0427,  9.5271, 10.4166, -0.0240,  0.0586,  0.0417,
Q1    332, 3044, 2946,   94,    4,   0.0309,  9.1687, 10.6009, -0.2939,  0.0187,  0.0601,
Q0    333, 3174, 3033,  135,    6,   0.0425,  9.5315, 10.4124, -0.0274,  0.0591,  0.0412,
Q1    333, 3052, 2958,   94,    0,   0.0308,  9.1652, 10.6123, -0.2957,  0.0184,  0.0612,
Q0    334, 3190, 3048,  135,    7,   0.0423,  9.5509, 10.4265, -0.0323,  0.0612,  0.0426,
Q1    334, 3065, 2967,   94,    4,   0.0307,  9.1766, 10.6034, -0.2987,  0.0196,  0.0603,
Q0    335, 3196, 3060,  135,    1,   0.0422,  9.5403, 10.4305, -0.0341,  0.0600,  0.0431,
Q1    335, 3073, 2972,   94,    7,   0.0306,  9.1731, 10.5873, -0.3005,  0.0192,  0.0587,
Q0    336, 3201, 3066,  135,    0,   0.0422,  9.5268, 10.4393, -0.0356,  0.0585,  0.0439,
Q1    336, 3084, 2986,   94,    4,   0.0305,  9.1786, 10.5956, -0.3030,  0.0198,  0.0596,
Q0    337, 3208, 3073,  135,    0,   0.0421,  9.5193, 10.4510, -0.0377,  0.0577,  0.0451,
Q1    337, 3091, 2997,   94,    0,   0.0304,  9.1721, 10.6120, -0.3046,  0.0191,  0.0612,
Q0    338, 3217, 3079,  135,    3,   0.0420,  9.5178, 10.4511, -0.0404,  0.0575,  0.0451,
Q1    338, 3097, 3002,   94,    1,   0.0304,  9.1627, 10.5985, -0.3060,  0.0181,  0.0599,
Q0    339, 3224, 3089,  135,    0,   0.0419,  9.5103, 10.4567, -0.0425,  0.0567,  0.0457,
Q1    339, 3108, 3007,   94,    7,   0.0302,  9.1681, 10.5866, -0.3084,  0.0187,  0.0587,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    340, 3232, 3096,  135,    1,   0.0418,  9.5088, 10.4653, -0.0452,  0.0565,  0.0465,
Q1    340, 3116, 3022,   94,    0,   0.0302,  9.1647, 10.6106, -0.3102,  0.0183,  0.0611,
Q0    341, 3239, 3102,  135,    2,   0.0417,  9.4985, 10.4533, -0.0469,  0.0554,  0.0453,
Q1    341, 3126, 3031,   94,    1,   0.0301,  9.1672, 10.6182, -0.3124,  0.0186,  0.0618,
Q0    342, 3250, 3111,  135,    4,   0.0415,  9.5029, 10.4462, -0.0502,  0.0559,  0.0446,
Q1    342, 3143, 3040,   94,    9,   0.0299,  9.1901, 10.6136, -0.3161,  0.0211,  0.0614,
Q0    343, 3263, 3126,  135,    2,   0.0414,  9.5131, 10.4682, -0.0540,  0.0570,  0.0468,
Q1    343, 3157, 3050,   97,   10,   0.0307,  9.2041, 10.6107, -0.2974,  0.0227,  0.0611,
Q0    344, 3272, 3135,  135,    2,   0.0413,  9.5116, 10.4600, -0.0566,  0.0568,  0.0460,
Q1    344, 3168, 3066,   99,    3,   0.0313,  9.2093, 10.6214, -0.2854,  0.0233,  0.0621,
Q0    345, 3289, 3143,  137,    9,   0.0417,  9.5333, 10.4462, -0.0475,  0.0593,  0.0446,
Q1    345, 3175, 3075,   99,    1,   0.0312,  9.2029, 10.6219, -0.2870,  0.0225,  0.0622,
Q0    346, 3300, 3156,  140,    4,   0.0424,  9.5376, 10.4536, -0.0299,  0.0597,  0.0454,
Q1    346, 3185, 3083,   99,    3,   0.0311,  9.2052, 10.6189, -0.2892,  0.0228,  0.0619,
Q0    347, 3319, 3167,  144,    8,   0.0434,  9.5648, 10.4623, -0.0079,  0.0628,  0.0462,
Q1    347, 3195, 3096,   99,    0,   0.0310,  9.2075, 10.6381, -0.2915,  0.0231,  0.0638,
Q0    348, 3324, 3177,  144,    3,   0.0433,  9.5517, 10.4582, -0.0094,  0.0613,  0.0458,
Q1    348, 3207, 3101,   99,    7,   0.0309,  9.2155, 10.6153, -0.2941,  0.0239,  0.0615,
Q0    349, 3329, 3185,  144,    0,   0.0433,  9.5387, 10.4651, -0.0109,  0.0599,  0.0465,
Q1    349, 3217, 3115,   99,    3,   0.0308,  9.2178, 10.6299, -0.2963,  0.0242,  0.0630,
Q0    350, 3341, 3195,  144,    2,   0.0431,  9.5457, 10.4757, -0.0144,  0.0606,  0.0476,
Q1    350, 3230, 3124,   99,    7,   0.0307,  9.2286, 10.6223, -0.2991,  0.0254,  0.0622,
Q0    351, 3354, 3207,  144,    3,   0.0429,  9.5556, 10.4851, -0.0183,  0.0617,  0.0485,
Q1    351, 3236, 3133,   99,    4,   0.0306,  9.2194, 10.6189, -0.3004,  0.0244,  0.0619,
Q0    352, 3365, 3220,  144,    1,   0.0428,  9.5597, 10.4846, -0.0215,  0.0622,  0.0485,
Q1    352, 3248, 3148,   99,    1,   0.0305,  9.2273, 10.6315, -0.3030,  0.0253,  0.0632,
Q0    353, 3377, 3229,  144,    4,   0.0426,  9.5666, 10.4931, -0.0249,  0.0630,  0.0493,
Q1    353, 3253, 3154,   99,    0,   0.0304,  9.2153, 10.6418, -0.3041,  0.0239,  0.0642,
Q0    354, 3383, 3237,  144,    2,   0.0426,  9.5565, 10.4833, -0.0267,  0.0618,  0.0483,
Q1    354, 3257, 3157,   99,    1,   0.0304,  9.2006, 10.6370, -0.3050,  0.0223,  0.0637,
Q0    355, 3391, 3245,  144,    2,   0.0425,  9.5521, 10.4741, -0.0290,  0.0613,  0.0474,
Q1    355, 3266, 3166,   99,    1,   0.0303,  9.2000, 10.6454, -0.3069,  0.0222,  0.0645,
Q0    356, 3398, 3254,  144,    0,   0.0424,  9.5449, 10.4772, -0.0310,  0.0605,  0.0477,
Q1    356, 3272, 3173,   99,    0,   0.0303,  9.1910, 10.6550, -0.3081,  0.0212,  0.0655,
Q0    357, 3406, 3259,  144,    3,   0.0423,  9.5406, 10.4752, -0.0332,  0.0601,  0.0475,
Q1    357, 3284, 3179,   99,    5,   0.0301,  9.1989, 10.6391, -0.3107,  0.0221,  0.0639,
Q0    358, 3420, 3264,  146,   10,   0.0427,  9.5531, 10.4603, -0.0238,  0.0615,  0.0460,
